"","title","doi"
"1356","Association of Diaphragmatic Mobility and Thickening Fraction with Postoperative Pulmonary Complications in Patients Undergoing Thoracic Surgery and Their Application in Prediction.","10.2147/TCRM.S519646"
"1357","Gait Characteristics and Neuroanatomical Alterations in Obstructive Sleep Apnea-Hypopnea Syndrome.","10.2147/NSS.S502204"
"1358","Bone marrow immune remodeling in depression: TNF/NF-κB mediated leukocyte redistribution and construction of an interpretable predictive model.","10.1016/j.intimp.2025.115487"
"1359","Improving Breast Cancer Diagnosis in Ultrasound Images Using Deep Learning with Feature Fusion and Attention Mechanism.","10.1016/j.acra.2025.05.007"
"1360","Performance of Different Comorbidity Indices in Predicting Mortality in Danish Pancreatic Cancer Patients.","10.2147/CLEP.S560098"
"1361","Predictive value of platelet count-related ratios for severity in biliary Escherichia coli and Klebsiella pneumonia bloodstream infections.","10.1007/s10096-025-05120-w"
"1362","Accuracy of the Metabolic and Bariatric Surgery Accreditation Quality Improvement Program risk/benefit calculator in predicting outcomes of revisional bariatric surgery.","10.1016/j.soard.2025.06.019"
"1363","Machine learning to predict postdialysis fatigue in patients undergoing hemodialysis.","10.1080/0886022X.2025.2529452"
"1364","Development and validation of a prognostic nomogram for postoperative survival in hilar cholangiocarcinoma using SEER and institutional cohorts.","10.1016/j.hpb.2025.09.005"
"1365","Role of S1 vertebral Hounsfield units value and bone quality score in predicting new vertebral compression fracture after percutaneous kyphoplasty.","10.1007/s00586-025-09533-1"
"1366","Frailty predicts treatment-related toxicity and discontinuation in older adults with chronic lymphocytic leukemia treated with BTK and BCL-2 inhibitors: Findings from a prospective single-center cohort study.","10.1016/j.jgo.2025.102219"
"1367","Development of machine learning models for predicting patient-perceived benefit following lumbar disc herniation or spinal stenosis surgery.","10.1007/s00586-025-09304-y"
"1368","Serum mature microRNA panel: A novel approach for primary prostate cancer diagnosis.","10.1016/j.cca.2025.120150"
"1369","Comparative analysis of inflammatory markers as predictive markers for postoperative delirium in cardiac surgery patients: an observational study.","10.3389/fmed.2025.1515940"
"1370","Prognostic utility of hybrid coronary computed tomography angiography and myocardial perfusion imaging in elderly patients with suspected coronary artery disease.","10.1016/j.ijcard.2025.133493"
"1371","Validation of an Artificial Intelligence Model for Breast Cancer Molecular Subtyping Using Hematoxylin and Eosin-Stained Whole-Slide Images in a Population-Based Cohort.","10.3390/cancers17193234"
"1372","Validation of the alcohol, smoking and substance involvement screening test (ASSIST) for identifying methamphetamine use among people on methadone maintenance treatment in Vietnam.","10.1111/add.70010"
"1373","Inflammatory Markers and Contrast-Induced Nephropathy Risk: A Meta-Analysis of NLR and PLR in ACS Patients Undergoing Percutaneous Coronary Intervention.","10.1002/ccd.70056"
"1374","Integrated electrochemical biosensor featuring nanoforest hierarchical architectures and catalytic hairpin amplification for breast cancer diagnosis.","10.1016/j.talanta.2025.128766"
"1375","Comparison of diffusion-weighted and contrast-enhanced MRI for monitoring response to neoadjuvant therapy in breast cancer.","10.1007/s00330-025-11640-y"
"1376","AlzheimerViT: harnessing lightweight vision transformer architecture for proactive Alzheimer's screening.","10.3389/fmed.2025.1568312"
"1377","Validation of the Chinese version of patient health Questionnaire-4 among Chinese adolescents.","10.1016/j.jad.2025.119505"
"1378","New Tricyclic γ‑Aminobutyric Acid Analogue HSK16149: A Ca2+ Channel α2‑δ Ligand for Treating Neuropathic Pain.","10.1021/acsmedchemlett.5c00336"
"1379","Prediction of seizure risk after repetitive mild traumatic brain injury in childhood.","10.3171/2025.1.PEDS2436"
"1380","Bone age and dental age to assess criminal responsibility: Part II.","10.1007/s00414-025-03454-w"
"1381","Possibility of screening for mild cognitive impairment via an eye tracking-based cognitive scale.","10.3389/fragi.2025.1532550"
"1382","Cisterns and Cortical Sulci Effacement Score Predicts Early Postoperative Cerebral Infarction in Spontaneous Intracerebral Hemorrhage.","10.1007/s12028-025-02414-x"
"1383","A novel circulating miRNA panel for early differential diagnosis of pulmonary tuberculosis from lung cancer with similar radiographic presentations.","10.3389/fmed.2025.1660291"
"1384","Proteomic Plasticity in the Coral Montipora capitata Gamete Bundles after Parent Thermal Bleaching.","10.1021/acs.jproteome.4c00946"
"1385","Spatial Projection Ratio: A Novel Shape Index to Evaluate Aneurysm Rupture Risk Using Three-dimensional Geometry.","10.2176/jns-nmc.2024-0303"
"1386","Relationship between scalp high-frequency oscillations and time since the last seizure in epilepsy.","10.1016/j.clinph.2025.03.007"
"1387","Developing and testing a patient-reported outcome measure for patients with sleep disturbances using EQ-5D and condition-specific bolt-ons: a mixed method study.","10.1007/s11136-025-03985-0"
"1388","Leveraging machine learning with dynamic 18F-FDG PET/CT: integrating metabolic and flow features for lung cancer differential diagnosis.","10.1007/s00259-025-07231-0"
"1389","The value of plasma presepsin as a diagnostic and prognostic biomarker for febrile neutropenia in children.","10.1080/07853890.2025.2561224"
"1390","Generative artificial intelligence enables the generation of bone scintigraphy images and improves generalization of deep learning models in data-constrained environments.","10.1007/s00259-025-07091-8"
"1391","Insights into the comparison of machine learning models on rice grain arsenic prediction: Interplay of rice cultivation systems and soil environmental factors.","10.1016/j.envpol.2025.126646"
"1392","The diagnostic performance of a novel flow cytometry-based assay for the diagnosis of systemic lupus erythematosus.","10.1016/j.cca.2025.120662"
"1393","Determination of cutoff values for severe low muscle mass using calf circumference in the global leadership initiative on malnutrition (GLIM) criteria.","10.1016/j.clnu.2025.05.015"
"1394","Automatic phantom-less QCT predicts hip fracture risk: Bone and muscle parameters comparison.","10.1016/j.ejrad.2025.112562"
"1395","Prostate-Specific Antigen Decline Rate in the First Month Is a Timely Predictive Factor for Biochemical Recurrence After Robot-Assisted Radical Prostatectomy.","10.3390/cancers17060961"
"1396","Development and external validation of risk prediction models for depression in patients with osteoporosis.","10.1016/j.gerinurse.2025.103571"
"1397","Machine learning for identifying liver and pancreas cancers through comprehensive serum glycopeptide spectra analysis: a case-control study.","10.1002/1878-0261.70084"
"1398","The relationship between geriatric nutritional risk index and prognosis in acute heart failure.","10.1016/j.numecd.2025.104268"
"1399","Weakly supervised deep learning-based detection of serous tubal intraepithelial carcinoma in fallopian tubes.","10.1016/j.jpi.2025.100522"
"1400","Validation of Updated Sarculator Nomogram for Primary Retroperitoneal Sarcoma in the United States.","10.1245/s10434-025-18873-7"
"1401","Survival analysis of patients with hepatocellular carcinoma based on the ratio of platelet count to spleen diameter.","10.3389/fphar.2024.1449603"
"1402","Selection Patterns and Outcomes of Kidney Transplantation Versus Dialysis in Lung Recipients with End-Stage Renal Disease: A Single-Center Retrospective-Observational Study.","10.3390/jcm14197017"
"1403","The CT-based attenuation index of peri-bowel adipose tissue can predict disease progression in inflammatory bowel disease patients.","10.1007/s00330-025-12079-x"
"1404","Estimating Periodontal Stability Using Computer Vision.","10.1177/00220345251316514"
"1405","Development and international validation of a novel multivariate prognostic tool: posterior urethral valve risk of chronic kidney disease (PURK) score.","10.1007/s00467-025-06701-9"
"1406","18F-FDG PET/CT and contrast-enhanced CT evaluation of lymph node status after neoadjuvant immunochemotherapy in patients with esophageal squamous cell carcinoma.","10.1007/s00259-025-07603-6"
"1407","Leveraging natural language processing to enhance feedback-informed group therapy: A proof of concept.","10.1037/pst0000570"
"1408","Exploring the key clinical and CT characteristics of granulomas mimicking peripheral lung cancers: a case-control study.","10.1186/s13244-025-02043-0"
"1409","Development and external validation of an interpretable machine learning model for predicting perinatal depression in Chinese women during mid- and late pregnancy.","10.1016/j.ijmedinf.2025.106000"
"1410","Machine learning classification of steatogenic compounds using toxicogenomics profiles.","10.1016/j.tox.2025.154237"
"1411","A Computed Tomography-Based Score to Predict Survival in Patients With Adrenocortical Carcinoma: A Proof-of-Concept Study.","10.1177/08465371251335170"
"1412","Radiation Doses to Cardiac Substructures Predict Elevation in High-sensitivity Cardiac Troponin T Levels in Radiation Therapy for Lung Cancer.","10.1016/j.ijrobp.2025.10.008"
"1413","One Size Does Not Fit All: Reassessment of The Prognostic Nutritional Index Among Geriatric Distal Femur Fracture Patients.","10.1007/s00402-025-05936-3"
"1414","Deep learning for Parkinson's disease classification using multimodal and multi-sequences PET/MR images.","10.1186/s13550-025-01245-3"
"1415","Maternal serum syndecan-1 levels in preterm prelabor rupture of membranes and potential predictor of adverse perinatal outcomes: A case-control study.","10.1002/ijgo.70408"
"1416","Predicting acute diarrhoea in rectal cancer chemoradiotherapy: Secondary analysis of the phase III ARISTOTLE trial.","10.1016/j.radonc.2025.111032"
"1417","Heat syndrome types prediction of traditional Chinese medicine in acute ischemic stroke through deep learning: a pilot study.","10.3389/fphar.2025.1601601"
"1418","Machine learning-driven exploration of therapeutic targets for atrial fibrillation-joint analysis of single-cell and bulk transcriptomes and experimental validation.","10.3389/fcvm.2025.1652467"
"1419","BioSeq_Ksite: Multi-perspective feature-driven prediction of protein succinylation based on an adaptive attention module with SSBCE loss strategy.","10.1016/j.ijbiomac.2025.143601"
"1420","A radiopathomics model for predicting large-number cervical lymph node metastasis in clinical N0 papillary thyroid carcinoma.","10.1007/s00330-025-11377-8"
"1421","Early Detection of Accelerated Hyperopia Reserve Depletion in Chinese Children with Poor Visual Habits: A Longitudinal Cohort Study.","10.1016/j.ajo.2025.07.026"
"1422","Characterization of Ultra-Short plasma Cell-Free DNA in maternal blood and its preliminary potential as a screening marker for preeclampsia.","10.1186/s10020-025-01307-1"
"1423","Harnessing artificial intelligence for detection of pancreatic cancer: a machine learning approach.","10.1007/s10238-025-01761-5"
