"","X","doi","article","model","sample_size","study_type","model_type","auc","auc_ci_low","auc_ci_upper","sens","sens_ci_lower","sens_ci_upper","spec","spec_ci_lower","spec_ci_upper","roc","roc_colour","roc_panel","exclude"
"5366",6791,"10_3802_jgo_2025_36_e81",4,21,135,"development","diagnostic",0.8617,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3D","no"
"622",853,"10_1002_mp_17882",5,3,233,"development","diagnostic",0.866,0.82,0.911,80.2,NA,NA,81.1,NA,NA,"yes",NA,"Figure 3B","no"
"6450",8051,"10_1016_j_acra_2025_04_072",4,17,233,"internal validation","diagnostic",0.99,0.98,0.994,92,NA,NA,98,NA,NA,"yes","could not determine","Figure 5d","no"
"335",527,"10_1016_j_jmsacl_2025_11_003",2,42,90,"internal validation","diagnostic",0.95,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Fig 2N","no"
"7359",9387,"10_1016_j_ejrad_2025_112527",5,2,150,"development","diagnostic",0.93,0.87,0.96,98.2,93.1,99.7,86.8,71.1,95.1,"yes","could not determine","Figure 2a","no"
"5691",7172,"10_1007_s00535-025-02237-9",5,2,243145,"development","prognostic",0.705,0.689,0.721,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 6b","no"
"4208",5315,"10_3389_fmed_2025_1615642",3,2,316,"internal validation","diagnostic",0.976,0.962,0.99,96.2,92.2,98.4,89.6,83.1,94.2,"yes","could not determine","Figure 3","no"
"710",992,"10_1016_j_radonc_2025_111066",5,4,393,"development","prognostic",0.942,0.861,0.998,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 1A","no"
"3759",4838,"10_3389_fendo_2025_1650116",4,2,144,"development","diagnostic",0.739,0.651,0.827,63.3,NA,NA,84.2,NA,NA,"yes","could not determine","Figure 3A","no"
"2419",3235,"10_1186_s12931-025-03242-5",4,6,117,"development","diagnostic",0.753,NA,NA,87,NA,NA,69,NA,NA,"yes","red","Figure 4b","no"
"7145",9127,"10_1016_j_ejmp_2025_104949",1,8,1000,"development","diagnostic",0.931,0.911,0.947,84.2,NA,NA,NA,NA,NA,"yes","could not determine","Figure 9a","no"
"3671",4750,"10_3389_fendo_2025_1593068",1,30,3000,"development","diagnostic",0.9633,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3E","no"
"2104",2805,"10_1111_ppe_70065",1,1,10487243,"development","prognostic",0.83,0.82,0.83,NA,NA,NA,NA,NA,NA,"yes","red","Figure 2A","no"
"6191",7774,"10_1007_s12072-025-10936-x",4,20,865,"internal validation","prognostic",0.849,0.811,0.888,74.7,NA,NA,86.5,NA,NA,"yes","could not determine","Figure 3c","no"
"4137",5244,"10_3389_fmed_2025_1593130",5,4,111,"development","prognostic",0.835,0.741,0.928,79.9,NA,NA,79.5,NA,NA,"yes","could not determine","Figure 3","no"
"3460",4441,"10_3389_fcvm_2025_1652321",2,1,277,"development","diagnostic",0.86,0.807,0.913,NA,NA,NA,NA,NA,NA,"yes","red","Figure 4A","no"
"5191",6516,"10_3390_jcm14103281",4,16,15196,"internal validation","prognostic",0.637,0.62,0.654,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 2","no"
"139",185,"10_1016_j_jad_2025_119494",5,3,1128,"external validation","diagnostic",0.657,NA,NA,50.5,NA,NA,73.5,NA,NA,"yes","could not determine","Figure 2C","no"
"1420",1849,"10_1080_13696998_2025_2494459",3,3,6113,"development","prognostic",0.7474,0.7259,0.7707,NA,NA,NA,NA,NA,NA,"yes","green","Figure 3","no"
"7612",9710,"10_1016_j_ijmedinf_2025_106000",2,9,190,"external validation","prognostic",0.747,0.674,0.819,42.9,30.7,55.9,84.3,76.5,89.9,"yes","could not determine","Figure 8","no"
"386",578,"10_1016_j_joim_2025_11_002",1,1,326,"development","diagnostic",0.773,0.722,0.825,65.3,NA,NA,74,NA,NA,"yes",NA,"Figure 2 (ROC curve of liver weakness)","no"
"254",356,"10_1016_j_jenvman_2025_125670",1,19,2172,"development","diagnostic",0.9663,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 9","no"
"7212",9199,"10_1016_j_ejrad_2025_112027",2,6,76,"external validation","prognostic",0.954,0.908,1,NA,NA,NA,NA,NA,NA,"yes","red","Figure 2B","no"
"1076",1447,"10_1021_acs_jproteome_5c00626",5,9,83,"development","diagnostic",0.85,0.716,0.958,81.7,NA,NA,NA,NA,NA,"yes","blue","Figure 3","no"
"4475",5627,"10_3389_fmolb_2025_1684809",4,6,38,"internal validation","prognostic",0.81,0.66,0.96,81,NA,NA,77,NA,NA,"yes","could not determine","Figure 3C","no"
"2668",3495,"10_1007_s00259-025-07603-6",5,40,259,"development","diagnostic",0.894,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4e","no"
"3536",4524,"10_3389_fendo_2025_1423040",5,6,495,"internal validation","prognostic",0.693,0.658,0.727,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 7B","no"
"5644",7088,"10_1007_s00467-025-07055-y",2,2,102,"development","prognostic",0.66,0.544,0.773,54.1,NA,NA,76.9,NA,NA,"yes","red","Figure 2","no"
"1460",1930,"10_1007_s00234-025-03698-8",3,8,106,"external validation","diagnostic",0.821,0.718,0.924,69.2,NA,NA,81.2,NA,NA,"yes","could not determine","Figure 4B","no"
"552",778,"10_1016_j_numecd_2025_104065",3,5,6096,"internal validation","diagnostic",0.75,0.74,0.77,65,NA,NA,73,NA,NA,"yes","red","Figure 1B","no"
"6005",7559,"10_1007_s11547-025-01949-5",2,26,129,"internal validation","diagnostic",0.729,0.689,0.769,92.5,NA,NA,70,NA,NA,"yes","could not determine","Figure 5b","no"
"1947",2613,"10_1111_dom_16470",4,4,NA,"development","prognostic",0.61,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3B2","no"
"2809",3645,"10_1186_s40644-025-00860-6",5,2,214,"development","diagnostic",0.78,0.719,0.834,73.8,NA,NA,82.2,NA,NA,"yes","could not determine","could not determine","no"
"6349",7950,"10_1016_j_acra_2025_03_014",1,6,71,"internal validation","diagnostic",0.65,0.521,0.778,84,NA,NA,45.7,NA,NA,"yes","green","Figure 4b","no"
"416",619,"10_1016_j_jpsychires_2025_02_057",3,1,1798,"development","diagnostic",0.81,NA,NA,64.2,NA,NA,81.2,NA,NA,"yes","blue","Figure 3","no"
"5541",6985,"10_3389_fcell_2025_1677290",1,2,641,"development","prognostic",0.943,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 3E","no"
"2200",2922,"10_1136_jnis-2024-021536",5,3,135,"development","diagnostic",0.7,0.62,0.78,59.6,45.7,72.1,80.7,70.7,87.9,"yes","red dashed","Figure 2B","no"
"4767",5940,"10_3389_fphar_2024_1449603",4,16,332,"external validation","prognostic",0.71,0.658,0.758,NA,NA,NA,NA,NA,NA,"yes","deep red","Figure 3B","no"
"5752",7265,"10_1007_s00784-025-06677-8",2,9,310,"development","diagnostic",0.93,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3c","no"
"7503",9591,"10_1016_j_ijbiomac_2025_143601",1,22,12099,"development","diagnostic",0.8166,NA,NA,66.94,NA,NA,79.75,NA,NA,"yes","could not determine","Figure 11","no"
"1217",1612,"10_1007_s00127-025-02857-9",5,3,2071,"development","prognostic",0.611,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1A","no"
"7490",9572,"10_1016_j_ijbiomac_2025_143601",1,3,12099,"development","diagnostic",0.833,NA,NA,41.47,NA,NA,91.48,NA,NA,"yes","could not determine","Figure 8b","no"
"1571",2076,"10_1097_aud_0000000000001711",5,7,600,"development","prognostic",0.87,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2B","no"
"1111",1482,"10_1038_s41390-025-03815-6",3,7,409,"development","prognostic",0.685,0.672,0.697,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"59",104,"10_1016_j_injury_2025_112934",5,3,71,"development","diagnostic",0.955,0.905,1.004,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 6A","no"
"4865",6096,"10_3389_fpsyt_2025_1655554",1,1,115,"development","diagnostic",0.921,NA,NA,NA,NA,NA,NA,NA,NA,"yes","orange","Figure 3","no"
"3414",4394,"10_3389_fcvm_2025_1598453",5,3,115,"development","diagnostic",0.844,0.755,0.911,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3A","no"
"2035",2702,"10_1111_jcpe_14194",4,15,273,"development","prognostic",0.58,0.34,0.82,0,NA,NA,100,NA,NA,"yes","could not determine","Figure 2","no"
"7755",9911,"10_1001_jamaoto_2025_4694",5,5,278,"development","prognostic",0.83,0.82,0.84,77.19,71.96,82.42,73.12,66.6,79.64,"yes","could not determine","Figure 2A","no"
"5169",6471,"10_3390_jcm14082727",3,3,242,"development","prognostic",0.763,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"6670",8347,"10_1016_j_aucc_2025_101230",1,6,304,"internal validation","prognostic",0.67,0.61,0.73,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 3B","no"
"592",823,"10_1002_ohn_70075",2,6,1777,"development","diagnostic",0.972,0.964,0.981,NA,NA,NA,NA,NA,NA,"yes","orange","Figure 4A","no"
"6129",7711,"10_1007_s12035-025-04857-x",1,7,261,"development","diagnostic",0.764,NA,NA,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 8A","no"
"1235",1643,"10_1038_s41698-025-01215-x",4,3,1088,"external validation","diagnostic",0.945,0.93,0.957,91.9,88.6,94.4,80.3,77.1,83.2,"yes","green","Figure 5A","no"
"2068",2764,"10_1111_nicc_13233",2,10,120,"internal validation","prognostic",0.826,NA,NA,52.7,NA,NA,96.9,NA,NA,"yes","could not determine","Figure 2","no"
"1833",2399,"10_1109_jbhi_2024_3482001",3,5,235,"development","diagnostic",0.7415,NA,NA,NA,NA,NA,NA,NA,NA,"yes","purple","Figure 5b","no"
"3213",4146,"10_2196_63352",1,4,270,"internal validation","diagnostic",0.9,NA,NA,95,NA,NA,67,NA,NA,"yes","blue solid","Figure 1","no"
"1026",1385,"10_1016_j_urolonc_2024_12_274",4,12,625,"development","prognostic",0.789,NA,NA,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 5H","no"
"3398",4377,"10_3389_fcvm_2025_1577385",5,1,1125,"development","prognostic",0.73,0.684,0.776,57,NA,NA,79,NA,NA,"yes",NA,"Figure 6a","no"
"1601",2106,"10_1097_ijg_0000000000002596",1,13,54,"development","diagnostic",0.84,NA,NA,84,NA,NA,NA,NA,NA,"yes",NA,"Figure 5D","no"
"129",175,"10_1016_j_jad_2025_119634",3,5,1108,"development","diagnostic",0.8414,NA,NA,68.08,NA,NA,82.86,NA,NA,"yes","could not determine","Figure 3A","no"
"1962",2628,"10_1111_eci_14379",5,13,184,"external validation","prognostic",0.81,0.74,0.88,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 5B","no"
"5524",6968,"10_1007_s00406-025-02113-w",4,9,150,"development","diagnostic",0.682,0.591,0.773,58.3,NA,NA,73.3,NA,NA,"yes","could not determine","Figure 1b","no"
"4104",5211,"10_3389_fmed_2025_1576081",4,1,179,"development","diagnostic",0.864,0.81,0.918,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 3A","no"
"4392",5544,"10_3389_fmed_2025_1683758",5,2,186,"internal validation","prognostic",0.787,0.705,0.868,84.7,NA,NA,86.3,NA,NA,"yes","could not determine","Figure 1B","no"
"1043",1414,"10_1021_acs_analchem_5c02234",4,2,50,"external validation","diagnostic",0.827,NA,NA,NA,NA,NA,NA,NA,NA,"yes","red","Figure 1J","no"
"1237",1645,"10_1038_s41698-025-01224-w",5,1,373,"development","diagnostic",0.756,0.709,0.803,44.2,NA,NA,94,NA,NA,"yes","blue","Figure 3A","no"
"955",1296,"10_1016_j_tranon_2025_102281",3,19,82,"external validation","prognostic",0.748,0.714,0.797,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3B","no"
"1656",2162,"10_1097_js9_0000000000002677",3,7,274,"development","diagnostic",0.921,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"6465",8066,"10_1016_j_acra_2025_06_020",5,8,50,"internal validation","diagnostic",0.821,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3b","no"
"1082",1453,"10_1038_s41380-025-03412-3",1,5,475,"development","prognostic",0.658,0.596,0.714,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"1906",2537,"10_1111_bcp_16396",3,4,2532,"external validation","diagnostic",0.642,0.596,0.688,74.9,NA,NA,53.6,NA,NA,"yes","could not determine","Figure 4","no"
"3293",4252,"10_3174_ajnr_a8432",5,3,80,"development","diagnostic",0.91,0.84,0.98,91.2,NA,NA,84.8,NA,NA,"yes",NA,"Figure 3B","no"
"7543",9631,"10_1016_j_identj_2025_104011",5,9,264,"development","diagnostic",0.997,0.991,1,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2C","no"
"6460",8061,"10_1016_j_acra_2025_06_020",5,3,106,"external validation","diagnostic",0.881,0.8033,0.959,85.7,NA,NA,87.2,NA,NA,"yes","could not determine","Figure 3c","no"
"1852",2472,"10_1109_tmi_2024_3510836",1,4,270,"external validation","diagnostic",0.7862,0.7501,0.8218,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3d","no"
"636",867,"10_1002_mp_17882",5,17,233,"development","diagnostic",0.894,0.851,0.936,83.8,NA,NA,86.1,NA,NA,"yes",NA,"Figure 4D","no"
"6279",7866,"10_1007_s13167-025-00417-4",5,3,45,"development","diagnostic",0.58,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3C","no"
"1933",2599,"10_1111_eci_70052",2,6,385,"development","prognostic",0.74,0.61,0.89,79,NA,NA,60,NA,NA,"yes","could not determine","Figure 1","no"
"7458",9522,"10_1016_j_exger_2025_112766",1,1,50,"development","diagnostic",0.7,NA,NA,32.3,NA,NA,100,NA,NA,"yes","blue dotted","Figure 4","no"
"6157",7740,"10_1007_s12975-025-01345-1",3,4,38,"internal validation","diagnostic",0.867,0.746,0.988,89.5,65.5,98.2,84.2,59.5,95.8,"yes","could not determine","Figure 4f","no"
"2683",3516,"10_1186_s40644-025-00837-5",3,8,115,"internal validation","diagnostic",0.86,0.797,0.924,81.1,NA,NA,75.6,NA,NA,"yes","could not determine","Figure 3d","no"
"483",693,"10_1016_j_lfs_2025_123377",3,3,299,"development","diagnostic",0.975,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 5D","no"
"6069",7641,"10_1007_s11547-025-01969-1",4,21,95,"development","diagnostic",0.75,0.65,0.85,NA,NA,NA,NA,NA,NA,"yes","green","Figure 6b","no"
"385",577,"10_1016_j_jns_2025_123748",5,2,65,"development","diagnostic",0.966,0.925,1,82.8,71.1,91.5,94.4,85.6,98.4,"yes","could not determine","Figure 4","no"
"1328",1746,"10_1080_07853890_2025_2541093",3,1,170,"development","diagnostic",0.96,0.96,0.99,89,NA,NA,95,NA,NA,"yes","could not determine","Figure 2B","no"
"5264",6589,"10_1007_s00404-025-07973-0",4,4,11942,"development","prognostic",0.56,NA,NA,NA,NA,NA,NA,NA,NA,"yes","red","Figure 4D","no"
"147",193,"10_1016_j_jad_2025_119494",5,11,1489,"internal validation","diagnostic",0.935,NA,NA,88.3,NA,NA,81.6,NA,NA,"yes","could not determine","Figure 2B","no"
"5643",7087,"10_1007_s00467-025-07055-y",2,1,102,"development","prognostic",0.703,0.591,0.815,61.8,NA,NA,79.4,NA,NA,"yes","blue","Figure 2","no"
"5179",6504,"10_3390_jcm14103281",4,4,15196,"internal validation","prognostic",0.74,0.725,0.754,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 2","no"
"652",891,"10_1016_j_pan_2025_07_417",5,3,300,"development","prognostic",0.997,0.992,1,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3b","no"
"5596",7040,"10_1002_ccd_70056",2,2,NA,"external validation","diagnostic",0.68,0.62,0.73,74,71,77,56,49,64,"yes",NA,"Figure 5B","no"
"7043",8940,"10_1016_j_compbiomed_2025_111238",4,1,281,"development","diagnostic",0.79605,NA,NA,NA,NA,NA,NA,NA,NA,"yes","orange","Figure 3","no"
"7006",8885,"10_1016_j_compbiomed_2025_110066",4,12,653,"internal validation","diagnostic",0.647,NA,NA,NA,NA,NA,NA,NA,NA,"yes","red/pink","Figure 4 Validation Set 11 panel","no"
"1129",1500,"10_1038_s41380-025-03192-w",5,15,42,"development","diagnostic",0.85,0.74,0.97,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4C","no"
"6690",8367,"10_1016_j_biomaterials_2025_123286",3,4,78,"development","diagnostic",0.8961,NA,NA,81.82,NA,NA,84.62,NA,NA,"yes",NA,"Figure 7H","no"
"5338",6744,"10_5114_wo_2025_151064",1,2,183,"development","diagnostic",0.59,0.508,0.672,NA,NA,NA,NA,NA,NA,"yes","red","Figure 2","no"
"1183",1568,"10_1038_s41698-025-01056-8",1,2,162,"development","prognostic",0.807,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Supplementary Figure 10B","no"
"7415",9461,"10_1002_jmri_70183",4,10,30,"prognostic","prognostic",0.82,0.68,0.97,83,NA,NA,75,NA,NA,"yes","could not determine","Figure S1B","no"
"6483",8085,"10_1016_j_acra_2025_08_007",4,1,105,"external validation","diagnostic",0.9993,NA,NA,97.73,NA,NA,97.73,NA,NA,"yes",NA,"Figure 3A","no"
"1986",2652,"10_1111_iej_14250",2,1,339,"internal validation","diagnostic",0.81,NA,NA,65.3,56.81,73.77,97.7,95.72,99.69,"yes","blue","Figure 3A","no"
"5961",7506,"10_1007_s10803-025-07000-w",2,1,528,"development","diagnostic",0.775,0.724,0.826,74.8,NA,NA,72.7,NA,NA,"yes",NA,NA,"no"
"1685",2191,"10_1097_js9_0000000000002077",4,9,93,"development","diagnostic",0.824,0.64,1,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 5B","no"
"6822",8576,"10_1016_j_cbi_2025_111606",5,16,78,"development","prognostic",0.699,0.408,0.934,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 5","no"
"6895",8669,"10_1016_j_cmpb_2025_108589",1,1,1242,"development","prognostic",0.947,NA,NA,88.33,NA,NA,90.82,NA,NA,"yes",NA,"Figure 2A","no"
"7135",9112,"10_1016_j_ejca_2025_115604",3,6,62,"external validation","diagnostic",0.74,0.63,0.85,NA,NA,NA,NA,NA,NA,"yes","purple","Figure 2","no"
"3923",5030,"10_1007_s00330-025-11921-6",1,1,151,"development","diagnostic",0.728,0.5574,0.898,62.6,NA,NA,78.2,NA,NA,"yes","could not determine","Figure 6a","no"
"77",123,"10_1016_j_intimp_2025_114681",4,5,166,"development","diagnostic",0.872,0.819,0.924,70.24,NA,NA,90.24,NA,NA,"yes","could not determine","Figure 3A","no"
"6417",8018,"10_1016_j_acra_2025_06_038",2,2,407,"development","diagnostic",0.761,0.707,0.815,67.3,58.8,75.8,75.9,68.7,83.1,"yes","orange","Figure 3","no"
"1024",1383,"10_1016_j_urolonc_2024_12_274",4,10,625,"development","prognostic",0.816,NA,NA,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 5F","no"
"3955",5062,"10_3389_fmed_2025_1535415",1,10,2300,"development","diagnostic",0.829,0.804,0.854,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4B(d)","no"
"6290",7877,"10_1007_s40123-025-01210-2",1,10,257,"development","prognostic",0.736,0.675,0.797,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"6725",8419,"10_1016_j_canlet_2025_217456",2,7,57,"internal validation","diagnostic",1,1,1,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure S4B","no"
"5033",6309,"10_3390_cancers17081376",3,6,102,"development","diagnostic",0.81,0.68,0.92,78.3,62.5,93.8,81.2,57.1,100,"yes","blue","Figure 3 AbsPhaseDiffWeighted panel","no"
"5303",6692,"10_3390_jcm14217645",5,9,NA,"development","diagnostic",0.77,NA,NA,70.2,55.7,81.5,74,59.7,84.6,"yes","could not determine","Figure A5","no"
"6101",7681,"10_1007_s11547-025-02105-9",5,4,148,"internal validation","diagnostic",0.902,0.844,0.951,91.2,83.8,97.1,81.3,72.5,88.7,"yes","could not determine","Figure 3A","no"
"6863",8623,"10_1016_j_cjca_2025_02_032",4,19,30,"external validation","diagnostic",0.471,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3C","no"
"3953",5060,"10_3389_fmed_2025_1535415",1,8,2300,"development","diagnostic",0.831,0.806,0.855,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4B(b)","no"
"1343",1761,"10_1080_07853890_2025_2520401",4,12,121,"internal validation","diagnostic",0.9,0.81,0.97,79,NA,NA,96,NA,NA,"yes","could not determine","Figure 4","no"
"6437",8038,"10_1016_j_acra_2025_04_072",4,4,185,"internal validation","diagnostic",0.98,0.967,1,90,NA,NA,98,NA,NA,"yes","could not determine","Figure 5a","no"
"1231",1639,"10_1080_0886022x_2025_2455524",3,1,871,"development","prognostic",0.85,0.822,0.879,57.9,NA,NA,90,NA,NA,"yes",NA,"Figure 4A","no"
"6627",8263,"10_1016_j_anireprosci_2025_108011",5,8,20,"development","diagnostic",0.95,NA,NA,100,NA,NA,90,NA,NA,"yes","could not determine","Figure 3","no"
"4561",5728,"10_3389_fnut_2025_1560655",5,18,525,"development","prognostic",0.704,0.653,0.754,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3E","no"
"5617",7061,"10_1007_s00432-025-06196-9",2,8,113,"development","diagnostic",0.786,0.698,0.874,73.81,NA,NA,74.65,NA,NA,"yes","blue","Figure 3C","no"
"6306",7893,"10_1007_s41999-024-01145-0",1,2,98,"development","diagnostic",0.582,0.468,0.697,90.6,NA,NA,26.7,NA,NA,"yes",NA,"Figure 2","no"
"7608",9706,"10_1016_j_ijmedinf_2025_106000",2,5,442,"development","prognostic",0.947,0.925,0.969,76.6,68.4,83.3,97.4,94.8,98.8,"yes","could not determine","Figure 6","no"
"2296",3085,"10_1007_s00259-025-07325-9",5,5,72,"development","diagnostic",0.934,0.878,0.99,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 5B","no"
"1267",1676,"10_1080_0886022x_2025_2474206",4,2,264,"external validation","prognostic",0.733,0.654,0.812,70.3,NA,NA,63.4,NA,NA,"yes","red","Figure 4","no"
"2806",3642,"10_1186_s40644-025-00856-2",4,58,93,"internal validation","diagnostic",0.855,0.766,0.919,78.3,61.4,95.1,87.1,78,94.8,"yes","green","Figure 4A","no"
"285",435,"10_1016_j_jhazmat_2025_138411",2,9,272,"development","diagnostic",0.8878,NA,NA,91.17,NA,NA,59.32,NA,NA,"yes","could not determine","Figure 4c","no"
"4554",5721,"10_3389_fnut_2025_1560655",5,11,525,"development","prognostic",0.674,0.625,0.722,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3D","no"
"7341",9369,"10_1016_j_ejrad_2025_112562",3,6,180,"development","diagnostic",0.82,0.759,0.881,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4B","no"
"5834",7368,"10_1007_s10096-025-05354-8",5,6,968,"internal validation","diagnostic",0.612,0.521,0.702,52.6,29.7,75.5,68.6,50.4,86.8,"yes","could not determine","Figure 5","no"
"6986",8865,"10_1016_j_compbiomed_2025_110666",2,2,82,"internal validation","diagnostic",0.87,NA,NA,83.13,NA,NA,83.45,NA,NA,"yes","could not determine","Figure 5","no"
"2690",3526,"10_1186_s13550-025-01293-9",4,5,63,"internal validation","diagnostic",0.65,0.54,0.75,88,NA,NA,NA,NA,NA,"yes","blue","Figure 4d","no"
"2077",2777,"10_1111_joor_13933",5,3,54,"development","diagnostic",0.691,0.539,0.843,65,NA,NA,71,NA,NA,"yes","could not determine","Figure 3","no"
"1517",2011,"10_1093_ibd_izaf272",4,7,481,"development","prognostic",0.965,0.947,0.981,89.4,80.2,91,91.5,85.2,94.6,"yes","red","Figure 3A","no"
"2764",3600,"10_1186_s40644-025-00856-2",4,16,117,"internal validation","diagnostic",0.68,0.588,0.763,70.8,52.7,89,65.6,55.8,75.3,"yes","could not determine","Figure S3","no"
"3686",4765,"10_3389_fendo_2025_1593917",2,9,15453,"development","prognostic",0.6,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
