"","doi","article","model","sample_size","study_type","model_type","auc","auc_ci_low","auc_ci_upper","sens","sens_ci_lower","sens_ci_upper","spec","spec_ci_lower","spec_ci_upper","roc","roc_colour","roc_panel","exclude"
"7232","10_1007_s00586-025-09533-1",3,"8",314,"development","prognostic",0.802,NA,NA,79.4,NA,NA,56,NA,NA,"yes","could not determine","Figure 5B","no"
"7233","10_1007_s00586-025-09153-9",4,"1",508,"development","prognostic",0.811,NA,NA,74,NA,NA,76,NA,NA,"no",NA,NA,"no"
"7234","10_1007_s00586-025-09162-8",5,"1",146,"development","diagnostic",0.986,0.97,1,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 6 Training set","no"
"7235","10_1007_s00586-025-09162-8",5,"2",110,"external validation","diagnostic",0.987,0.973,1,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 6 Validation set","no"
"7236","10_1007_s00592-025-02544-w",1,"1",592,"development","diagnostic",0.601,NA,NA,NA,NA,NA,NA,NA,NA,"no","could not determine","could not determine","no"
"7237","10_1007_s00592-025-02547-7",2,"1",400,"development","diagnostic",0.577,NA,NA,24.5,NA,NA,96,NA,NA,"yes","blue","Figure 1A","no"
"7238","10_1007_s00592-025-02547-7",2,"2",400,"development","diagnostic",0.571,NA,NA,48,NA,NA,65,NA,NA,"yes","red","Figure 1A","no"
"7239","10_1007_s00592-025-02547-7",2,"3",200,"development","prognostic",0.59,NA,NA,46.2,NA,NA,81.9,NA,NA,"yes","blue","Figure 1B","no"
"7240","10_1007_s00592-025-02547-7",2,"4",200,"development","prognostic",0.511,NA,NA,35.8,NA,NA,80.4,NA,NA,"yes","red","Figure 1B","no"
"7241","10_1007_s00604-025-07424-2",3,"1",NA,"development","diagnostic",0.78,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 7","no"
"7242","10_1007_s00604-025-07424-2",3,"2",NA,"development","diagnostic",0.72,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 7","no"
"7243","10_1007_s00604-025-07424-2",3,"3",NA,"development","diagnostic",0.89,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 7","no"
"7244","10_1007_s00590-025-04302-8",4,"1",410,"development","prognostic",0.782,0.739,0.821,53.2,NA,NA,90,NA,NA,"yes","could not determine","Figure 1","no"
"7245","10_1007_s00590-025-04302-8",4,"2",410,"development","prognostic",0.79,0.747,0.828,73.8,NA,NA,72.9,NA,NA,"yes","could not determine","Figure 1","no"
"7246","10_1007_s00590-025-04302-8",4,"3",410,"development","prognostic",0.718,0.672,0.761,56.3,NA,NA,73.6,NA,NA,"yes","could not determine","Figure 1","no"
"7247","10_1007_s00590-025-04302-8",4,"4",410,"development","prognostic",0.686,0.638,0.731,96.5,NA,NA,30.1,NA,NA,"yes","could not determine","Figure 1","no"
"7248","10_1007_s00590-025-04302-8",4,"5",410,"development","prognostic",0.751,0.707,0.792,73.8,NA,NA,61,NA,NA,"yes","could not determine","Figure 1","no"
"7249","10_1007_s00592-025-02496-1",5,"1",NA,"development","diagnostic",0.7986,NA,NA,76.64,NA,NA,77.68,NA,NA,"yes","could not determine","Figure 5","no"
"7250","10_1007_s00592-025-02496-1",5,"2",NA,"development","diagnostic",0.7993,NA,NA,79.38,NA,NA,77.92,NA,NA,"yes","could not determine","Figure 5","no"
"7251","10_1007_s00592-025-02496-1",5,"3",NA,"development","diagnostic",0.899,NA,NA,88.41,NA,NA,89.05,NA,NA,"yes","could not determine","Figure 5","no"
"7252","10_1007_s00592-025-02496-1",5,"4",NA,"development","diagnostic",0.8994,NA,NA,89.11,NA,NA,85.54,NA,NA,"yes","could not determine","Figure 5","no"
"7253","10_1007_s00592-025-02496-1",5,"5",NA,"internal validation","diagnostic",0.8998,NA,NA,89.13,NA,NA,89.7,NA,NA,"no",NA,NA,"no"
"7254","10_1007_s00592-025-02496-1",5,"6",712,"external validation","diagnostic",0.7879,NA,NA,79,NA,NA,NA,NA,NA,"yes","could not determine","Figure 7","no"
"7255","10_1007_s00702-024-02877-w",1,"1",64,"development","diagnostic",0.736,0.607,0.965,60,NA,NA,78.9,NA,NA,"no",NA,NA,"no"
"7256","10_1007_s00702-024-02877-w",1,"2",35,"development","diagnostic",0.72,0.559,0.881,58.3,NA,NA,90.9,NA,NA,"no",NA,NA,"no"
"7257","10_1007_s00784-025-06677-8",2,"1",310,"development","diagnostic",0.861,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2e (GSE16134 upper panel)","no"
"7258","10_1007_s00784-025-06677-8",2,"2",310,"development","diagnostic",0.884,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2e (GSE16134 upper panel)","no"
"7259","10_1007_s00784-025-06677-8",2,"3",310,"development","diagnostic",0.872,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2e (GSE16134 upper panel)","no"
"7260","10_1007_s00784-025-06677-8",2,"4",310,"development","diagnostic",0.855,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2e (GSE16134 upper panel)","no"
"7261","10_1007_s00784-025-06677-8",2,"5",247,"external validation","diagnostic",0.883,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2e (GSE10334 lower panel)","no"
"7262","10_1007_s00784-025-06677-8",2,"6",247,"external validation","diagnostic",0.89,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2e (GSE10334 lower panel)","no"
"7263","10_1007_s00784-025-06677-8",2,"7",247,"external validation","diagnostic",0.875,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2e (GSE10334 lower panel)","no"
"7264","10_1007_s00784-025-06677-8",2,"8",247,"external validation","diagnostic",0.893,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2e (GSE10334 lower panel)","no"
"7265","10_1007_s00784-025-06677-8",2,"9",310,"development","diagnostic",0.93,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3c","no"
"7266","10_1007_s00784-025-06677-8",2,"10",20,"external validation","diagnostic",0.92,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 7a (SPAG17)","no"
"7267","10_1007_s00784-025-06677-8",2,"11",20,"external validation","diagnostic",0.99,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 7a (SLC16A9)","no"
"7268","10_1007_s00784-025-06677-8",2,"12",20,"external validation","diagnostic",0.99,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 7a (SAA1)","no"
"7269","10_1007_s00784-025-06677-8",2,"13",20,"external validation","diagnostic",1,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 7a (IGHD)","no"
"7270","10_1007_s10072-025-08462-7",3,"1",108,"development","diagnostic",0.9328,NA,NA,91.14,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7271","10_1007_s10072-025-08462-7",3,"2",108,"development","diagnostic",0.9406,NA,NA,86.67,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7272","10_1007_s10072-025-08462-7",3,"3",108,"development","diagnostic",0.9411,NA,NA,88.48,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7273","10_1007_s10072-025-08462-7",3,"4",108,"development","diagnostic",0.9722,NA,NA,90.3,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7274","10_1007_s10072-025-08462-7",3,"5",108,"development","diagnostic",0.9011,NA,NA,87.65,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7275","10_1007_s10072-025-08462-7",3,"6",108,"development","diagnostic",0.8607,NA,NA,81.29,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7276","10_1007_s10072-025-08462-7",3,"7",70,"development","diagnostic",0.7089,NA,NA,70.37,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7277","10_1007_s10072-025-08462-7",3,"8",70,"development","diagnostic",0.7956,NA,NA,73.86,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7278","10_1007_s10072-025-08462-7",3,"9",70,"development","diagnostic",0.774,NA,NA,76.22,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7279","10_1007_s10072-025-08462-7",3,"10",70,"development","diagnostic",0.8555,NA,NA,72.84,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7280","10_1007_s10072-025-08462-7",3,"11",70,"development","diagnostic",0.8425,NA,NA,70.99,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7281","10_1007_s10072-025-08462-7",3,"12",70,"development","diagnostic",0.5817,NA,NA,60.41,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7282","10_1007_s10072-025-08462-7",3,"13",108,"development","diagnostic",0.6211,NA,NA,52.78,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7283","10_1007_s10072-025-08462-7",3,"14",108,"development","diagnostic",0.859,NA,NA,69.45,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7284","10_1007_s10072-025-08462-7",3,"15",108,"development","diagnostic",0.8165,NA,NA,61.34,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7285","10_1007_s10072-025-08462-7",3,"16",108,"development","diagnostic",0.678,NA,NA,56.71,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7286","10_1007_s10072-025-08462-7",3,"17",108,"development","diagnostic",0.8314,NA,NA,63.5,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7287","10_1007_s10072-025-08462-7",3,"18",108,"development","diagnostic",0.5879,NA,NA,50.92,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7288","10_1007_s00701-025-06533-4",4,"1",3271,"development","prognostic",0.778,NA,NA,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 5a","no"
"7289","10_1007_s00701-025-06533-4",4,"2",3271,"development","prognostic",0.796,0.76,0.832,NA,NA,NA,NA,NA,NA,"yes","red","Figure 5a","no"
"7290","10_1007_s00701-025-06533-4",4,"3",3271,"development","prognostic",0.792,0.755,0.828,NA,NA,NA,NA,NA,NA,"yes","orange","Figure 5a","no"
"7291","10_1007_s00701-025-06533-4",4,"4",3271,"development","prognostic",0.605,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure S2","no"
"7292","10_1007_s00701-025-06533-4",4,"5",3271,"development","prognostic",0.573,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure S2","no"
"7293","10_1007_s00701-025-06533-4",4,"6",3271,"development","prognostic",0.567,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure S2","no"
"7294","10_1007_s00701-025-06566-9",5,"1",41,"development","prognostic",0.64,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"7295","10_1007_s00701-025-06566-9",5,"2",41,"development","prognostic",0.52,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"7296","10_1007_s00701-025-06566-9",5,"3",41,"development","prognostic",0.72,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"7297","10_1007_s00701-025-06566-9",5,"4",41,"development","prognostic",0.63,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7298","10_1007_s00701-025-06566-9",5,"5",41,"development","prognostic",0.66,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7299","10_1007_s00701-025-06566-9",5,"6",41,"development","prognostic",0.61,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"7300","10_1007_s10120-025-01614-w",1,"1",1242,"development","prognostic",0.939,0.922,0.953,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 2a","no"
"7301","10_1007_s10120-025-01614-w",1,"2",311,"internal validation","prognostic",0.858,0.843,0.871,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 2b","no"
"7302","10_1007_s10120-025-01614-w",1,"3",94,"external validation","prognostic",0.791,0.776,0.802,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 2c","no"
"7303","10_1007_s10120-025-01614-w",1,"4",1242,"development","prognostic",0.94,0.926,0.957,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 2d","no"
"7304","10_1007_s10120-025-01614-w",1,"5",311,"internal validation","prognostic",0.841,0.825,0.853,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 2e","no"
"7305","10_1007_s10120-025-01614-w",1,"6",94,"external validation","prognostic",0.806,0.791,0.818,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 2f","no"
"7306","10_1007_s10120-025-01614-w",1,"7",1242,"development","prognostic",0.941,0.924,0.955,NA,NA,NA,NA,NA,NA,"yes","green","Figure 2a","no"
"7307","10_1007_s10120-025-01614-w",1,"8",311,"internal validation","prognostic",0.821,0.807,0.834,NA,NA,NA,NA,NA,NA,"yes","green","Figure 2b","no"
"7308","10_1007_s10120-025-01614-w",1,"9",94,"external validation","prognostic",0.776,0.762,0.788,NA,NA,NA,NA,NA,NA,"yes","green","Figure 2c","no"
"7309","10_1007_s10120-025-01614-w",1,"10",1242,"development","prognostic",0.915,0.898,0.93,NA,NA,NA,NA,NA,NA,"yes","green","Figure 2d","no"
"7310","10_1007_s10120-025-01614-w",1,"11",311,"internal validation","prognostic",0.818,0.803,0.833,NA,NA,NA,NA,NA,NA,"yes","green","Figure 2e","no"
"7311","10_1007_s10120-025-01614-w",1,"12",94,"external validation","prognostic",0.765,0.752,0.777,NA,NA,NA,NA,NA,NA,"yes","green","Figure 2f","no"
"7312","10_1007_s10120-025-01614-w",1,"13",1242,"development","prognostic",0.823,0.808,0.835,NA,NA,NA,NA,NA,NA,"yes","red","Figure 2a","no"
"7313","10_1007_s10120-025-01614-w",1,"14",311,"internal validation","prognostic",0.768,0.754,0.779,NA,NA,NA,NA,NA,NA,"yes","red","Figure 2b","no"
"7314","10_1007_s10120-025-01614-w",1,"15",94,"external validation","prognostic",0.662,0.65,0.671,NA,NA,NA,NA,NA,NA,"yes","red","Figure 2c","no"
"7315","10_1007_s10120-025-01614-w",1,"16",1242,"development","prognostic",0.818,0.803,0.83,NA,NA,NA,NA,NA,NA,"yes","red","Figure 2d","no"
"7316","10_1007_s10120-025-01614-w",1,"17",311,"internal validation","prognostic",0.745,0.731,0.756,NA,NA,NA,NA,NA,NA,"yes","red","Figure 2e","no"
"7317","10_1007_s10120-025-01614-w",1,"18",94,"external validation","prognostic",0.649,0.638,0.659,NA,NA,NA,NA,NA,NA,"yes","red","Figure 2f","no"
"7318","10_1007_s10120-025-01614-w",1,"19",1242,"development","prognostic",0.939,0.922,0.953,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3a","no"
"7319","10_1007_s10120-025-01614-w",1,"20",311,"internal validation","prognostic",0.858,0.843,0.871,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3b","no"
"7320","10_1007_s10120-025-01614-w",1,"21",94,"external validation","prognostic",0.791,0.776,0.802,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3c","no"
"7321","10_1007_s10120-025-01614-w",1,"22",1242,"development","prognostic",0.94,0.926,0.957,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3d","no"
"7322","10_1007_s10120-025-01614-w",1,"23",311,"internal validation","prognostic",0.841,0.825,0.853,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3e","no"
"7323","10_1007_s10120-025-01614-w",1,"24",94,"external validation","prognostic",0.806,0.791,0.818,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3f","no"
"7324","10_1007_s10120-025-01614-w",1,"25",1242,"development","prognostic",0.984,0.963,0.993,90.9,88.7,92.6,94.2,92.3,95.8,"yes","could not determine",NA,"no"
"7325","10_1007_s10120-025-01614-w",1,"26",311,"internal validation","prognostic",0.876,0.86,0.887,74.7,73.3,76.5,80.2,79,81.8,"yes","could not determine",NA,"no"
"7326","10_1007_s10120-025-01614-w",1,"27",94,"external validation","prognostic",0.823,0.809,0.836,64.5,63.1,66.1,76.1,74.7,77.8,"yes","could not determine",NA,"no"
"7327","10_1007_s10120-025-01614-w",1,"28",1242,"development","prognostic",0.966,0.952,0.976,87.7,86,89.6,89.4,88,91.1,"yes","could not determine",NA,"no"
"7328","10_1007_s10120-025-01614-w",1,"29",311,"internal validation","prognostic",0.859,0.837,0.875,70.2,69.1,71.5,78.5,76.2,80.3,"yes","could not determine",NA,"no"
"7329","10_1007_s10120-025-01614-w",1,"30",94,"external validation","prognostic",0.822,0.807,0.839,74.1,72.8,75.6,69.8,67.8,71.2,"yes","could not determine",NA,"no"
"7330","10_1007_s10120-025-01628-4",2,"1",74,"internal validation","prognostic",0.807,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3D","no"
"7331","10_1007_s10120-025-01628-4",2,"2",17,"internal validation","prognostic",0.802,0.532,1,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3E","no"
"7332","10_1007_s10120-025-01628-4",2,"3",74,"internal validation","prognostic",0.582,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3A","no"
"7333","10_1007_s10120-025-01628-4",2,"4",74,"internal validation","prognostic",0.731,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3B","no"
"7334","10_1007_s10120-025-01628-4",2,"5",74,"internal validation","prognostic",0.725,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3C","no"
"7335","10_1007_s10120-025-01628-4",2,"6",74,"internal validation","prognostic",0.778,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4D","no"
"7336","10_1007_s10120-025-01628-4",2,"7",17,"internal validation","prognostic",0.806,0.55,0.983,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4E","no"
"7337","10_1007_s10143-025-03194-w",3,"1",82,"development","prognostic",0.7,0.57,0.83,54.7,NA,NA,83.3,NA,NA,"yes","blue","Figure 2","no"
"7338","10_1007_s10143-025-03194-w",3,"2",82,"development","prognostic",0.67,0.53,0.8,50,NA,NA,83.3,NA,NA,"yes","red","Figure 2","no"
"7339","10_1007_s10143-025-03194-w",3,"3",82,"development","prognostic",0.72,0.6,0.84,59.4,NA,NA,83.3,NA,NA,"yes","green","Figure 2","no"
"7340","10_1007_s10143-025-03194-w",3,"4",82,"development","prognostic",0.53,0.38,0.68,39,NA,NA,70.6,NA,NA,"yes","yellow","Figure 2","no"
"7341","10_1007_s10143-025-03194-w",3,"5",82,"development","prognostic",0.54,0.4,0.69,26.2,NA,NA,83.3,NA,NA,"yes","orange","Figure 2","no"
"7342","10_1007_s10143-025-03194-w",3,"6",82,"development","prognostic",0.8,0.7,0.91,82.1,NA,NA,77.8,NA,NA,"yes","blue","Figure 3","no"
"7343","10_1007_s10143-025-03194-w",3,"7",82,"development","prognostic",0.78,0.68,0.88,92.9,NA,NA,63,NA,NA,"yes","red","Figure 3","no"
"7344","10_1007_s10143-025-03194-w",3,"8",82,"development","prognostic",0.76,0.66,0.86,89.3,NA,NA,53.7,NA,NA,"yes","green","Figure 3","no"
"7345","10_1007_s10143-025-03194-w",3,"9",82,"development","prognostic",0.71,0.59,0.83,63,NA,NA,77.6,NA,NA,"yes","yellow","Figure 3","no"
"7346","10_1007_s10143-025-03194-w",3,"10",82,"development","prognostic",0.61,0.48,0.73,89.3,NA,NA,30.9,NA,NA,"yes","orange","Figure 3","no"
"7347","10_1007_s10143-025-03194-w",3,"11",82,"development","prognostic",0.75,0.62,0.87,69.6,NA,NA,79.7,NA,NA,"yes","blue","Figure 4","no"
"7348","10_1007_s10143-025-03194-w",3,"12",82,"development","prognostic",0.72,0.59,0.85,65.2,NA,NA,79.3,NA,NA,"yes","red","Figure 4","no"
"7349","10_1007_s10143-025-03194-w",3,"13",82,"development","prognostic",0.74,0.61,0.87,69.6,NA,NA,72.9,NA,NA,"yes","green","Figure 4","no"
"7350","10_1007_s10143-025-03194-w",3,"14",82,"development","prognostic",0.53,0.38,0.67,73.7,NA,NA,40.4,NA,NA,"yes","yellow","Figure 4","no"
"7351","10_1007_s10143-025-03194-w",3,"15",82,"development","prognostic",0.62,0.48,0.76,41.7,NA,NA,83.1,NA,NA,"yes","orange","Figure 4","no"
"7352","10_1007_s10143-025-03194-w",3,"16",82,"development","prognostic",0.69,0.56,0.83,NA,NA,NA,NA,NA,NA,"yes","blue","could not determine","no"
"7353","10_1007_s10143-025-03194-w",3,"17",82,"development","prognostic",0.69,0.56,0.83,NA,NA,NA,NA,NA,NA,"yes","red","could not determine","no"
"7354","10_1007_s10143-025-03194-w",3,"18",82,"development","prognostic",0.76,0.64,0.88,76.7,NA,NA,71.9,NA,NA,"yes","green","could not determine","no"
"7355","10_1007_s10143-025-03194-w",3,"19",82,"development","prognostic",0.58,0.43,0.73,NA,NA,NA,NA,NA,NA,"yes","yellow","could not determine","no"
"7356","10_1007_s10143-025-03194-w",3,"20",82,"development","prognostic",0.58,0.44,0.72,NA,NA,NA,NA,NA,NA,"yes","orange","could not determine","no"
"7357","10_1007_s10096-025-05120-w",4,"1",169,"development","prognostic",0.753,0.673,0.833,64.2,NA,NA,74.8,NA,NA,"yes","could not determine","Figure 2","no"
"7358","10_1007_s10096-025-05120-w",4,"2",169,"development","prognostic",0.811,0.733,0.889,67.9,NA,NA,88.7,NA,NA,"yes","could not determine","Figure 2","no"
"7359","10_1007_s10096-025-05120-w",4,"3",169,"development","prognostic",0.805,0.725,0.885,62.3,NA,NA,93.9,NA,NA,"yes","could not determine","Figure 2","no"
"7360","10_1007_s10096-025-05120-w",4,"4",169,"development","prognostic",0.916,0.869,0.964,88.7,NA,NA,86.1,NA,NA,"yes","could not determine","Figure 2","no"
"7361","10_1007_s10096-025-05120-w",4,"5",169,"development","prognostic",0.958,0.92,0.996,94.3,NA,NA,88.7,NA,NA,"yes","could not determine","Figure 2","no"
"7362","10_1007_s10096-025-05120-w",4,"6",169,"development","prognostic",0.959,0.922,0.997,86.8,NA,NA,96.5,NA,NA,"yes","could not determine","Figure 2","no"
"7363","10_1007_s10096-025-05354-8",5,"1",968,"internal validation","diagnostic",0.779,0.692,0.866,78.8,75.4,82.1,64.8,57.3,72.2,"yes","could not determine","Figure 5","no"
"7364","10_1007_s10096-025-05354-8",5,"2",968,"internal validation","diagnostic",0.669,0.566,0.773,63.1,57.2,69,64.3,57.9,70.7,"yes","could not determine","Figure 5","no"
"7365","10_1007_s10096-025-05354-8",5,"3",968,"internal validation","diagnostic",0.619,0.525,0.714,73.7,68.4,79.1,50.5,46,55,"yes","could not determine","Figure 5","no"
"7366","10_1007_s10096-025-05354-8",5,"4",968,"internal validation","diagnostic",0.805,0.719,0.891,66.2,55.6,76.8,79,71.6,86.5,"yes","could not determine","Figure 5","no"
"7367","10_1007_s10096-025-05354-8",5,"5",968,"internal validation","diagnostic",0.764,0.673,0.854,71.5,65.2,77.8,69,63.9,74.2,"yes","could not determine","Figure 5","no"
"7368","10_1007_s10096-025-05354-8",5,"6",968,"internal validation","diagnostic",0.612,0.521,0.702,52.6,29.7,75.5,68.6,50.4,86.8,"yes","could not determine","Figure 5","no"
"7369","10_1007_s10096-025-05354-8",5,"7",968,"internal validation","diagnostic",0.724,0.629,0.82,68.1,64.3,72,65.2,52.2,78.2,"yes","could not determine","Figure 5","no"
"7370","10_1007_s10096-025-05354-8",5,"8",968,"internal validation","diagnostic",0.654,0.55,0.758,22.7,9.3,36.1,89,80.2,97.9,"yes","could not determine","Figure 5","no"
"7371","10_1007_s10096-025-05354-8",5,"9",968,"internal validation","diagnostic",0.597,0.492,0.701,41.8,20,63.5,79,67.6,90.5,"yes","could not determine","Figure 5","no"
"7372","10_1007_s10096-025-05354-8",5,"10",968,"internal validation","diagnostic",0.857,NA,NA,76.9,NA,NA,84.1,NA,NA,"yes","could not determine","Figure 7","no"
"7373","10_1007_s10096-025-05354-8",5,"11",98,"external validation","diagnostic",0.812,NA,NA,73.4,NA,NA,78.9,NA,NA,"yes","could not determine","Figure 12","no"
"7374","10_1007_s10143-025-03528-8",1,"1",124,"development","diagnostic",0.795,NA,NA,88.7,NA,NA,62.1,NA,NA,"yes","blue","Figure 8C","no"
"7375","10_1007_s10143-025-03719-3",2,"1",468,"development","prognostic",0.841,0.805,0.877,NA,NA,NA,NA,NA,NA,"yes","orange","Figure 2A","no"
"7376","10_1007_s10143-025-03719-3",2,"2",206,"external validation","prognostic",0.621,0.542,0.701,NA,NA,NA,NA,NA,NA,"yes","pink","Figure 2A","no"
"7377","10_1007_s10143-025-03719-3",2,"3",468,"development","prognostic",0.722,0.676,0.768,NA,NA,NA,NA,NA,NA,"yes","orange","Figure 2B","no"
"7378","10_1007_s10143-025-03719-3",2,"4",206,"external validation","prognostic",0.604,0.524,0.684,NA,NA,NA,NA,NA,NA,"yes","pink","Figure 2B","no"
